"연령별(1)",연령별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"연령별(1)",연령별(2),서구,서구,서구,동대신1동,동대신1동,동대신1동,동대신2동,동대신2동,동대신2동,동대신3동,동대신3동,동대신3동,서대신1동,서대신1동,서대신1동,서대신3동,서대신3동,서대신3동,서대신4동,서대신4동,서대신4동,부민동,부민동,부민동,아미동,아미동,아미동,초장동,초장동,초장동,충무동,충무동,충무동,남부민1동,남부민1동,남부민1동,남부민2동,남부민2동,남부민2동,암남동,암남동,암남동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,104089,50028,54061,5307,2570,2737,6737,3264,3473,7368,3449,3919,14903,7050,7853,7507,3411,4096,7214,3504,3710,7358,3487,3871,6389,3174,3215,3903,1955,1948,9607,4542,5065,4524,2282,2242,8067,3994,4073,15205,7346,7859
"0세∼4세",소계,1897,1001,896,141,68,73,56,26,30,134,71,63,485,257,228,177,95,82,150,89,61,117,60,57,29,17,12,26,10,16,140,78,62,51,19,32,57,39,18,334,172,162
"0세∼4세",0세,292,158,134,20,9,11,8,5,3,23,13,10,79,41,38,26,15,11,17,14,3,20,11,9,6,4,2,3,1,2,18,9,9,13,6,7,13,9,4,46,21,25
"0세∼4세",1세,376,210,166,28,12,16,12,4,8,35,16,19,89,53,36,30,19,11,28,15,13,20,11,9,5,3,2,6,2,4,29,19,10,8,2,6,10,7,3,76,47,29
"0세∼4세",2세,380,204,176,32,21,11,8,5,3,20,10,10,102,57,45,32,15,17,28,15,13,21,8,13,13,9,4,5,2,3,26,13,13,10,3,7,11,9,2,72,37,35
"0세∼4세",3세,410,207,203,33,14,19,17,7,10,27,14,13,85,41,44,44,20,24,37,21,16,30,18,12,4,0,4,7,2,5,31,16,15,11,6,5,12,10,2,72,38,34
"0세∼4세",4세,439,222,217,28,12,16,11,5,6,29,18,11,130,65,65,45,26,19,40,24,16,26,12,14,1,1,0,5,3,2,36,21,15,9,2,7,11,4,7,68,29,39
"5세∼9세",소계,2989,1550,1439,176,88,88,151,82,69,208,118,90,668,352,316,263,120,143,306,166,140,208,106,102,60,27,33,59,29,30,231,115,116,51,28,23,121,62,59,487,257,230
"5세∼9세",5세,487,244,243,30,16,14,21,7,14,33,11,22,112,53,59,40,14,26,38,25,13,37,21,16,16,9,7,9,7,2,30,13,17,11,5,6,18,9,9,92,54,38
"5세∼9세",6세,521,259,262,31,16,15,23,13,10,40,24,16,127,57,70,41,18,23,44,22,22,42,22,20,10,5,5,10,5,5,46,22,24,6,6,0,18,10,8,83,39,44
"5세∼9세",7세,643,345,298,44,25,19,36,19,17,45,29,16,149,82,67,54,26,28,63,30,33,41,20,21,10,3,7,8,4,4,50,29,21,12,5,7,26,18,8,105,55,50
"5세∼9세",8세,670,356,314,38,18,20,36,22,14,49,36,13,145,85,60,65,31,34,74,34,40,48,21,27,11,4,7,15,5,10,54,27,27,8,7,1,29,12,17,98,54,44
"5세∼9세",9세,668,346,322,33,13,20,35,21,14,41,18,23,135,75,60,63,31,32,87,55,32,40,22,18,13,6,7,17,8,9,51,24,27,14,5,9,30,13,17,109,55,54
"10세∼14세",소계,3432,1813,1619,165,95,70,184,89,95,237,125,112,681,356,325,363,189,174,400,224,176,245,140,105,70,41,29,57,28,29,237,116,121,63,33,30,201,108,93,529,269,260
"10세∼14세",10세,641,368,273,37,27,10,22,12,10,50,28,22,134,73,61,61,33,28,79,40,39,48,31,17,9,6,3,10,6,4,45,26,19,15,7,8,34,21,13,97,58,39
"10세∼14세",11세,717,362,355,34,20,14,40,16,24,42,20,22,163,92,71,69,32,37,81,48,33,53,27,26,14,6,8,8,4,4,51,22,29,13,8,5,46,20,26,103,47,56
"10세∼14세",12세,726,377,349,22,10,12,37,17,20,49,29,20,142,67,75,88,48,40,83,45,38,42,20,22,15,9,6,16,5,11,43,22,21,13,7,6,44,27,17,132,71,61
