"연령별(1)",연령별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"연령별(1)",연령별(2),동구,동구,동구,초량1동,초량1동,초량1동,초량2동,초량2동,초량2동,초량3동,초량3동,초량3동,초량6동,초량6동,초량6동,수정1동,수정1동,수정1동,수정2동,수정2동,수정2동,수정4동,수정4동,수정4동,수정5동,수정5동,수정5동,좌천동,좌천동,좌천동,범일1동,범일1동,범일1동,범일2동,범일2동,범일2동,범일5동,범일5동,범일5동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,87792,42736,45056,4828,2424,2404,5299,2616,2683,12500,6059,6441,5398,2625,2773,3951,1878,2073,9135,4333,4802,3550,1739,1811,4822,2311,2511,11333,5463,5870,10971,5340,5631,7509,3760,3749,8496,4188,4308
"0세∼4세",소계,1876,931,945,41,21,20,38,22,16,573,279,294,35,19,16,51,26,25,140,74,66,19,10,9,16,9,7,233,114,119,122,56,66,133,65,68,475,236,239
"0세∼4세",0세,376,178,198,6,3,3,6,2,4,97,43,54,5,2,3,6,2,4,34,19,15,2,2,0,2,2,0,58,23,35,21,9,12,36,16,20,103,55,48
"0세∼4세",1세,393,182,211,12,5,7,12,7,5,120,59,61,7,5,2,9,2,7,29,16,13,5,2,3,4,1,3,41,24,17,29,11,18,22,10,12,103,40,63
"0세∼4세",2세,382,211,171,8,4,4,4,4,0,130,67,63,8,6,2,10,8,2,31,18,13,3,1,2,3,2,1,55,28,27,21,11,10,24,16,8,85,46,39
"0세∼4세",3세,351,179,172,5,3,2,7,5,2,107,49,58,8,5,3,14,10,4,24,9,15,5,3,2,3,1,2,41,23,18,23,11,12,23,12,11,91,48,43
"0세∼4세",4세,374,181,193,10,6,4,9,4,5,119,61,58,7,1,6,12,4,8,22,12,10,4,2,2,4,3,1,38,16,22,28,14,14,28,11,17,93,47,46
"5세∼9세",소계,2102,1104,998,81,34,47,77,41,36,563,306,257,75,37,38,94,54,40,178,86,92,47,28,19,73,42,31,229,111,118,148,81,67,158,87,71,379,197,182
"5세∼9세",5세,356,198,158,10,5,5,11,5,6,101,53,48,12,7,5,9,6,3,23,15,8,7,5,2,8,7,1,34,19,15,23,10,13,31,19,12,87,47,40
"5세∼9세",6세,420,222,198,10,4,6,10,6,4,120,68,52,13,5,8,17,11,6,39,20,19,14,9,5,11,7,4,48,15,33,27,15,12,25,14,11,86,48,38
"5세∼9세",7세,445,222,223,15,5,10,17,7,10,116,58,58,15,7,8,22,9,13,33,13,20,9,6,3,17,7,10,55,29,26,34,18,16,40,24,16,72,39,33
"5세∼9세",8세,449,238,211,19,8,11,14,10,4,130,74,56,18,12,6,25,15,10,48,21,27,10,4,6,15,8,7,48,25,23,33,20,13,31,15,16,58,26,32
"5세∼9세",9세,432,224,208,27,12,15,25,13,12,96,53,43,17,6,11,21,13,8,35,17,18,7,4,3,22,13,9,44,23,21,31,18,13,31,15,16,76,37,39
"10세∼14세",소계,2220,1144,1076,126,62,64,104,60,44,422,222,200,143,76,67,135,67,68,224,109,115,54,31,23,129,71,58,254,140,114,233,115,118,166,86,80,230,105,125
"10세∼14세",10세,431,227,204,17,10,7,13,8,5,113,61,52,20,9,11,31,13,18,52,26,26,5,4,1,21,13,8,40,20,20,43,20,23,36,20,16,40,23,17
"10세∼14세",11세,476,250,226,25,13,12,17,12,5,89,47,42,29,13,16,30,15,15,57,30,27,13,9,4,22,12,10,60,38,22,36,18,18,39,20,19,59,23,36
"10세∼14세",12세,448,224,224,22,7,15,21,9,12,79,37,42,32,20,12,26,12,14,38,20,18,10,5,5,33,18,15,49,29,20,66,36,30,31,17,14,41,14,27
"10세∼14세",13세,437,228,209,32,15,17,28,19,9,75,39,36,35,17,18,26,14,12,38,17,21,13,7,6,20,10,10,56,29,27,43,23,20,32,18,14,39,20,19
"10세∼14세",14세,428,215,213,30,17,13,25,12,13,66,38,28,27,17,10,22,13,9,39,16,23,13,6,7,33,18,15,49,24,25,45,18,27,28,11,17,51,25,26
"15세∼19세",소계,2438,1243,1195,130,67,63,127,61,66,398,208,190,173,91,82,139,64,75,267,154,113,86,45,41,143,77,66,324,159,165,261,126,135,159,74,85,231,117,114
"15세∼19세",15세,467,246,221,24,7,17,18,8,10,90,49,41,44,22,22,17,10,7,42,29,13,11,5,6,24,14,10,51,30,21,59,32,27,44,20,24,43,20,23
