"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),수영구,수영구,수영구,남천1동,남천1동,남천1동,남천2동,남천2동,남천2동,수영동,수영동,수영동,망미1동,망미1동,망미1동,망미2동,망미2동,망미2동,광안1동,광안1동,광안1동,광안2동,광안2동,광안2동,광안3동,광안3동,광안3동,광안4동,광안4동,광안4동,민락동,민락동,민락동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,174806,82144,92662,15564,7163,8401,11731,5451,6280,14287,6829,7458,27034,12847,14187,10363,5066,5297,25724,11913,13811,18789,8711,10078,9581,4479,5102,13584,6141,7443,28149,13544,14605
"0세∼4세",소계,4092,2045,2047,432,191,241,266,131,135,266,140,126,584,297,287,277,130,147,400,205,195,372,191,181,90,42,48,398,192,206,1007,526,481
"0세∼4세",0세,753,401,352,67,33,34,36,16,20,59,35,24,112,58,54,49,20,29,75,47,28,66,32,34,20,12,8,77,40,37,192,108,84
"0세∼4세",1세,772,355,417,85,33,52,47,18,29,57,28,29,108,57,51,45,25,20,70,36,34,66,26,40,16,6,10,75,30,45,203,96,107
"0세∼4세",2세,765,390,375,65,22,43,60,30,30,45,27,18,102,57,45,55,22,33,77,34,43,81,46,35,12,4,8,80,41,39,188,107,81
"0세∼4세",3세,863,433,430,101,53,48,64,36,28,51,24,27,128,58,70,64,29,35,75,39,36,77,43,34,21,8,13,87,47,40,195,96,99
"0세∼4세",4세,939,466,473,114,50,64,59,31,28,54,26,28,134,67,67,64,34,30,103,49,54,82,44,38,21,12,9,79,34,45,229,119,110
"5세∼9세",소계,5367,2778,2589,575,274,301,478,239,239,254,136,118,926,503,423,289,152,137,607,330,277,580,295,285,138,77,61,466,243,223,1054,529,525
"5세∼9세",5세,946,484,462,102,50,52,81,39,42,44,23,21,138,77,61,45,26,19,109,57,52,95,50,45,25,18,7,94,45,49,213,99,114
"5세∼9세",6세,1091,533,558,118,57,61,83,35,48,56,24,32,202,106,96,57,32,25,104,51,53,122,62,60,25,11,14,100,50,50,224,105,119
"5세∼9세",7세,1162,614,548,131,60,71,108,55,53,57,29,28,209,114,95,60,30,30,131,76,55,125,66,59,25,17,8,98,46,52,218,121,97
"5세∼9세",8세,1109,578,531,113,57,56,95,54,41,47,30,17,187,94,93,66,33,33,135,76,59,116,54,62,31,14,17,99,55,44,220,111,109
"5세∼9세",9세,1059,569,490,111,50,61,111,56,55,50,30,20,190,112,78,61,31,30,128,70,58,122,63,59,32,17,15,75,47,28,179,93,86
"10세∼14세",소계,5601,2906,2695,602,303,299,566,298,268,309,162,147,963,487,476,350,197,153,691,386,305,645,316,329,179,92,87,423,211,212,873,454,419
"10세∼14세",10세,1175,615,560,111,54,57,123,61,62,62,34,28,204,97,107,66,44,22,138,76,62,141,73,68,28,16,12,93,56,37,209,104,105
"10세∼14세",11세,1176,598,578,121,64,57,129,69,60,71,40,31,205,94,111,77,38,39,136,71,65,132,65,67,43,23,20,71,36,35,191,98,93
"10세∼14세",12세,1068,573,495,110,57,53,104,53,51,51,24,27,195,112,83,65,40,25,125,82,43,129,59,70,38,19,19,84,41,43,167,86,81
"10세∼14세",13세,1064,562,502,128,67,61,92,49,43,62,31,31,162,90,72,63,35,28,156,83,73,122,59,63,31,18,13,94,43,51,154,87,67
"10세∼14세",14세,1118,558,560,132,61,71,118,66,52,63,33,30,197,94,103,79,40,39,136,74,62,121,60,61,39,16,23,81,35,46,152,79,73
"15세∼19세",소계,5824,2981,2843,678,334,344,564,283,281,338,172,166,960,501,459,371,207,164,784,432,352,585,286,299,192,95,97,460,228,232,892,443,449
"15세∼19세",15세,1153,565,588,124,50,74,117,57,60,52,31,21,220,116,104,73,39,34,157,86,71,105,47,58,32,16,16,92,45,47,181,78,103
"15세∼19세",16세,1052,539,513,107,47,60,110,55,55,52,26,26,182,93,89,78,48,30,151,80,71,101,50,51,37,21,16,87,42,45,147,77,70
"15세∼19세",17세,1070,560,510,124,62,62,104,51,53,65,31,34,171,100,71,66,38,28,147,86,61,130,60,70,26,12,14,75,39,36,162,81,81
"15세∼19세",18세,1256,657,599,160,88,72,124,64,60,75,36,39,189,93,96,71,34,37,165,95,70,120,63,57,49,25,24,114,58,56,189,101,88
"15세∼19세",19세,1293,660,633,163,87,76,109,56,53,94,48,46,198,99,99,83,48,35,164,85,79,129,66,63,48,21,27,92,44,48,213,106,107
"20세∼24세",소계,9190,4295,4895,875,437,438,620,316,304,607,309,298,1175,603,572,469,248,221,1745,661,1084,1056,463,593,664,253,411,636,317,319,1343,688,655
"20세∼24세",20세,1329,662,667,142,85,57,112,64,48,82,49,33,202,93,109,72,37,35,208,88,120,142,64,78,77,23,54,98,57,41,194,102,92
"20세∼24세",21세,1612,783,829,178,80,98,114,56,58,127,61,66,237,138,99,91,41,50,272,111,161,170,86,84,78,33,45,110,56,54,235,121,114
"20세∼24세",22세,1945,910,1035,186,92,94,141,79,62,115,56,59,224,111,113,110,64,46,354,133,221,234,97,137,139,50,89,140,69,71,302,159,143
"20세∼24세",23세,2036,926,1110,162,78,84,123,56,67,153,77,76,263,143,120,101,59,42,415,142,273,233,100,133,160,65,95,139,57,82,287,149,138
"20세∼24세",24세,2268,1014,1254,207,102,105,130,61,69,130,66,64,249,118,131,95,47,48,496,187,309,277,116,161,210,82,128,149,78,71,325,157,168
"25세∼29세",소계,13933,6643,7290,971,458,513,566,303,263,962,473,489,1512,759,753,591,330,261,3353,1460,1893,1844,861,983,1301,572,729,983,457,526,1850,970,880
"25세∼29세",25세,2535,1148,1387,184,84,100,110,55,55,172,86,86,282,149,133,108,63,45,581,227,354,330,135,195,241,94,147,178,76,102,349,179,170
"25세∼29세",26세,2780,1302,1478,186,83,103,127,71,56,199,106,93,281,146,135,116,62,54,692,273,419,385,182,203,246,101,145,198,87,111,350,191,159
"25세∼29세",27세,2799,1342,1457,182,90,92,101,57,44,173,71,102,317,153,164,116,70,46,719,296,423,368,194,174,262,113,149,193,94,99,368,204,164
"25세∼29세",28세,2922,1426,1496,207,102,105,121,64,57,200,95,105,311,146,165,122,66,56,704,345,359,371,164,207,279,130,149,215,105,110,392,209,183
"25세∼29세",29세,2897,1425,1472,212,99,113,107,56,51,218,115,103,321,165,156,129,69,60,657,319,338,390,186,204,273,134,139,199,95,104,391,187,204
"30세∼34세",소계,12779,6416,6363,1026,517,509,502,234,268,888,467,421,1585,799,786,633,331,302,2594,1320,1274,1621,801,820,993,504,489,974,480,494,1963,963,1000
"30세∼34세",30세,2924,1474,1450,236,125,111,111,56,55,198,98,100,338,179,159,138,69,69,652,317,335,365,185,180,281,147,134,199,94,105,406,204,202
"30세∼34세",31세,2791,1327,1464,219,101,118,97,43,54,203,101,102,336,159,177,120,58,62,593,290,303,355,168,187,229,116,113,227,112,115,412,179,233
"30세∼34세",32세,2418,1245,1173,190,95,95,96,47,49,150,93,57,313,158,155,134,72,62,512,274,238,326,154,172,170,97,73,185,86,99,342,169,173
"30세∼34세",33세,2384,1250,1134,207,115,92,99,44,55,183,98,85,295,157,138,106,55,51,421,228,193,305,154,151,160,78,82,184,96,88,424,225,199
"30세∼34세",34세,2262,1120,1142,174,81,93,99,44,55,154,77,77,303,146,157,135,77,58,416,211,205,270,140,130,153,66,87,179,92,87,379,186,193
"35세∼39세",소계,10882,5436,5446,979,482,497,589,292,297,738,374,364,1484,718,766,593,317,276,1679,862,817,1233,592,641,581,319,262,1001,479,522,2005,1001,1004
"35세∼39세",35세,2107,1041,1066,185,93,92,86,42,44,160,76,84,285,140,145,101,48,53,336,168,168,251,131,120,143,77,66,178,81,97,382,185,197
"35세∼39세",36세,2113,1049,1064,210,103,107,119,55,64,135,68,67,270,126,144,118,66,52,340,178,162,242,113,129,110,62,48,195,91,104,374,187,187
"35세∼39세",37세,2086,1026,1060,185,85,100,119,58,61,155,81,74,279,141,138,122,70,52,300,151,149,228,106,122,111,63,48,196,96,100,391,175,216
"35세∼39세",38세,2148,1116,1032,188,100,88,130,73,57,122,62,60,305,148,157,116,61,55,338,179,159,230,110,120,99,58,41,214,105,109,406,220,186
"35세∼39세",39세,2428,1204,1224,211,101,110,135,64,71,166,87,79,345,163,182,136,72,64,365,186,179,282,132,150,118,59,59,218,106,112,452,234,218
"40세∼44세",소계,12643,6286,6357,1124,525,599,879,382,497,899,507,392,1938,998,940,762,400,362,1722,841,881,1451,708,743,574,289,285,1054,476,578,2240,1160,1080
"40세∼44세",40세,2511,1233,1278,227,102,125,164,73,91,168,92,76,410,216,194,135,70,65,343,148,195,288,142,146,107,59,48,207,92,115,462,239,223
"40세∼44세",41세,2765,1368,1397,238,112,126,177,71,106,201,110,91,436,218,218,172,94,78,375,184,191,334,163,171,118,58,60,214,97,117,500,261,239
"40세∼44세",42세,2610,1288,1322,232,114,118,177,78,99,207,117,90,399,209,190,161,84,77,342,163,179,310,150,160,119,55,64,222,105,117,441,213,228
"40세∼44세",43세,2575,1278,1297,242,113,129,202,95,107,166,93,73,390,200,190,154,76,78,347,180,167,300,147,153,117,57,60,208,86,122,449,231,218
"40세∼44세",44세,2182,1119,1063,185,84,101,159,65,94,157,95,62,303,155,148,140,76,64,315,166,149,219,106,113,113,60,53,203,96,107,388,216,172
"45세∼49세",소계,12005,5818,6187,1140,525,615,947,426,521,875,448,427,1841,902,939,716,372,344,1630,788,842,1359,662,697,537,271,266,1004,448,556,1956,976,980
"45세∼49세",45세,2272,1118,1154,204,97,107,159,83,76,149,79,70,353,170,183,123,58,65,335,159,176,263,134,129,86,42,44,189,92,97,411,204,207
"45세∼49세",46세,2260,1118,1142,220,105,115,189,77,112,165,73,92,342,178,164,140,70,70,295,148,147,244,124,120,115,63,52,197,91,106,353,189,164
"45세∼49세",47세,2309,1097,1212,226,97,129,186,83,103,160,95,65,363,169,194,130,66,64,333,162,171,265,122,143,96,43,53,174,73,101,376,187,189
"45세∼49세",48세,2510,1242,1268,239,117,122,207,102,105,197,96,101,376,187,189,157,92,65,325,159,166,300,142,158,113,61,52,204,100,104,392,186,206
"45세∼49세",49세,2654,1243,1411,251,109,142,206,81,125,204,105,99,407,198,209,166,86,80,342,160,182,287,140,147,127,62,65,240,92,148,424,210,214
"50세∼54세",소계,13966,6627,7339,1393,637,756,1101,508,593,1062,533,529,2032,953,1079,901,437,464,1843,876,967,1408,665,743,652,333,319,1138,525,613,2436,1160,1276
"50세∼54세",50세,2701,1311,1390,273,126,147,208,91,117,194,99,95,391,185,206,165,81,84,384,191,193,274,140,134,127,65,62,227,104,123,458,229,229
"50세∼54세",51세,2857,1374,1483,296,131,165,219,94,125,193,109,84,402,196,206,192,86,106,374,183,191,314,155,159,128,72,56,231,107,124,508,241,267
"50세∼54세",52세,2869,1380,1489,291,137,154,237,119,118,228,103,125,433,208,225,175,90,85,385,195,190,286,136,150,130,66,64,226,105,121,478,221,257
"50세∼54세",53세,2787,1275,1512,267,116,151,230,119,111,210,101,109,397,174,223,203,101,102,362,154,208,268,117,151,122,65,57,217,104,113,511,224,287
"50세∼54세",54세,2752,1287,1465,266,127,139,207,85,122,237,121,116,409,190,219,166,79,87,338,153,185,266,117,149,145,65,80,237,105,132,481,245,236
"55세∼59세",소계,12700,5818,6882,1236,585,651,969,410,559,1091,532,559,2063,931,1132,784,366,418,1564,694,870,1279,607,672,596,290,306,971,412,559,2147,991,1156
"55세∼59세",55세,2683,1230,1453,280,135,145,200,87,113,222,117,105,390,185,205,165,79,86,351,144,207,280,126,154,119,55,64,211,92,119,465,210,255
"55세∼59세",56세,2399,1144,1255,237,119,118,180,82,98,232,119,113,385,189,196,162,76,86,278,123,155,234,119,115,94,46,48,183,82,101,414,189,225
"55세∼59세",57세,2564,1185,1379,264,121,143,207,84,123,218,99,119,402,173,229,162,77,85,317,151,166,251,124,127,116,61,55,200,86,114,427,209,218
"55세∼59세",58세,2502,1117,1385,245,121,124,192,76,116,205,105,100,434,175,259,138,61,77,313,137,176,262,117,145,128,60,68,182,76,106,403,189,214
"55세∼59세",59세,2552,1142,1410,210,89,121,190,81,109,214,92,122,452,209,243,157,73,84,305,139,166,252,121,131,139,68,71,195,76,119,438,194,244
"60세∼64세",소계,15127,6626,8501,1258,537,721,1085,485,600,1456,641,815,2656,1193,1463,1006,436,570,1939,831,1108,1411,625,786,786,356,430,1063,429,634,2467,1093,1374
"60세∼64세",60세,2863,1269,1594,279,113,166,226,92,134,259,116,143,477,217,260,191,87,104,362,155,207,272,127,145,142,64,78,204,86,118,451,212,239
"60세∼64세",61세,3067,1288,1779,252,107,145,220,88,132,288,128,160,521,235,286,204,83,121,409,165,244,277,112,165,164,71,93,212,85,127,520,214,306
"60세∼64세",62세,3213,1438,1775,253,111,142,209,102,107,323,134,189,598,278,320,208,92,116,389,187,202,309,138,171,169,82,87,243,91,152,512,223,289
"60세∼64세",63세,3040,1328,1712,252,106,146,233,110,123,277,132,145,529,236,293,197,89,108,383,146,237,287,122,165,155,72,83,195,75,120,532,240,292
"60세∼64세",64세,2944,1303,1641,222,100,122,197,93,104,309,131,178,531,227,304,206,85,121,396,178,218,266,126,140,156,67,89,209,92,117,452,204,248
