"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),강서구,강서구,강서구,대저1동,대저1동,대저1동,대저2동,대저2동,대저2동,강동동,강동동,강동동,명지1동,명지1동,명지1동,명지2동,명지2동,명지2동,가락동,가락동,가락동,녹산동,녹산동,녹산동,가덕도동,가덕도동,가덕도동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,143207,74248,68959,6196,3412,2784,6960,3897,3063,4081,2180,1901,53652,26947,26705,30201,15080,15121,2240,1203,1037,35747,19339,16408,4130,2190,1940
"0세∼4세",소계,7482,3919,3563,64,27,37,188,107,81,30,20,10,4089,2107,1982,1404,738,666,13,6,7,1651,891,760,43,23,20
"0세∼4세",0세,1230,619,611,11,5,6,32,18,14,2,0,2,721,351,370,166,89,77,0,0,0,293,155,138,5,1,4
"0세∼4세",1세,1304,728,576,8,3,5,33,21,12,7,7,0,741,409,332,229,114,115,3,1,2,276,168,108,7,5,2
"0세∼4세",2세,1404,757,647,11,4,7,42,29,13,4,3,1,772,402,370,246,147,99,2,1,1,318,167,151,9,4,5
"0세∼4세",3세,1647,873,774,21,8,13,34,17,17,4,2,2,886,459,427,330,183,147,2,1,1,360,197,163,10,6,4
"0세∼4세",4세,1897,942,955,13,7,6,47,22,25,13,8,5,969,486,483,433,205,228,6,3,3,404,204,200,12,7,5
"5세∼9세",소계,11103,5674,5429,82,44,38,245,122,123,43,25,18,5270,2649,2621,2973,1550,1423,19,9,10,2393,1238,1155,78,37,41
"5세∼9세",5세,2066,1059,1007,19,10,9,39,23,16,7,5,2,1083,547,536,460,237,223,2,2,0,447,230,217,9,5,4
"5세∼9세",6세,2290,1184,1106,12,7,5,55,30,25,10,7,3,1124,560,564,589,307,282,5,3,2,476,264,212,19,6,13
"5세∼9세",7세,2347,1184,1163,23,12,11,45,21,24,7,4,3,1063,522,541,681,366,315,4,1,3,510,250,260,14,8,6
"5세∼9세",8세,2299,1185,1114,9,3,6,53,27,26,11,4,7,1065,540,525,641,339,302,4,1,3,498,263,235,18,8,10
"5세∼9세",9세,2101,1062,1039,19,12,7,53,21,32,8,5,3,935,480,455,602,301,301,4,2,2,462,231,231,18,10,8
"10세∼14세",소계,8892,4544,4348,122,64,58,261,140,121,56,25,31,3536,1768,1768,2886,1495,1391,33,18,15,1936,1005,931,62,29,33
"10세∼14세",10세,2113,1108,1005,24,10,14,57,31,26,13,5,8,894,469,425,630,338,292,14,9,5,468,240,228,13,6,7
"10세∼14세",11세,2011,1018,993,17,8,9,55,27,28,8,2,6,843,407,436,632,328,304,4,1,3,437,237,200,15,8,7
"10세∼14세",12세,1800,903,897,27,12,15,46,23,23,10,4,6,677,335,342,610,317,293,9,6,3,411,200,211,10,6,4
"10세∼14세",13세,1515,780,735,23,15,8,50,31,19,12,7,5,558,284,274,535,268,267,1,1,0,323,169,154,13,5,8
"10세∼14세",14세,1453,735,718,31,19,12,53,28,25,13,7,6,564,273,291,479,244,235,5,1,4,297,159,138,11,4,7
"15세∼19세",소계,5158,2630,2528,126,67,59,208,109,99,59,37,22,1806,872,934,1808,934,874,35,23,12,1042,551,491,74,37,37
"15세∼19세",15세,1292,638,654,22,9,13,54,26,28,6,4,2,475,219,256,442,215,227,2,1,1,279,157,122,12,7,5
"15세∼19세",16세,1041,514,527,24,12,12,37,18,19,10,7,3,353,157,196,386,192,194,5,4,1,209,117,92,17,7,10
"15세∼19세",17세,986,508,478,21,12,9,34,19,15,15,11,4,382,197,185,317,164,153,11,7,4,193,90,103,13,8,5
"15세∼19세",18세,944,489,455,28,15,13,35,22,13,17,8,9,311,153,158,347,190,157,8,5,3,179,87,92,19,9,10
"15세∼19세",19세,895,481,414,31,19,12,48,24,24,11,7,4,285,146,139,316,173,143,9,6,3,182,100,82,13,6,7
"20세∼24세",소계,4879,2656,2223,202,118,84,322,212,110,113,63,50,1583,810,773,1227,624,603,52,32,20,1258,722,536,122,75,47
"20세∼24세",20세,859,456,403,38,21,17,56,32,24,15,7,8,257,130,127,287,150,137,5,3,2,183,104,79,18,9,9
"20세∼24세",21세,927,511,416,31,17,14,54,38,16,16,6,10,311,167,144,257,128,129,13,10,3,230,139,91,15,6,9
"20세∼24세",22세,1020,565,455,38,20,18,72,48,24,25,15,10,360,199,161,236,128,108,5,2,3,251,130,121,33,23,10
"20세∼24세",23세,1001,543,458,54,37,17,66,44,22,27,14,13,314,153,161,230,116,114,15,10,5,269,155,114,26,14,12
"20세∼24세",24세,1072,581,491,41,23,18,74,50,24,30,21,9,341,161,180,217,102,115,14,7,7,325,194,131,30,23,7
"25세∼29세",소계,7130,3934,3196,300,177,123,457,308,149,151,106,45,2667,1305,1362,1117,574,543,85,41,44,2174,1308,866,179,115,64
"25세∼29세",25세,1145,612,533,56,30,26,81,53,28,29,20,9,394,187,207,211,112,99,13,6,7,323,179,144,38,25,13
"25세∼29세",26세,1336,736,600,50,32,18,87,57,30,31,21,10,476,237,239,233,108,125,13,4,9,414,259,155,32,18,14
"25세∼29세",27세,1384,760,624,61,39,22,90,64,26,24,16,8,504,247,257,219,115,104,16,5,11,436,254,182,34,20,14
"25세∼29세",28세,1538,867,671,71,42,29,90,52,38,33,24,9,566,295,271,212,106,106,22,14,8,508,315,193,36,19,17
"25세∼29세",29세,1727,959,768,62,34,28,109,82,27,34,25,9,727,339,388,242,133,109,21,12,9,493,301,192,39,33,6
"30세∼34세",소계,10686,5443,5243,302,182,120,500,306,194,184,103,81,4965,2344,2621,1489,683,806,94,60,34,2958,1652,1306,194,113,81
"30세∼34세",30세,1921,995,926,62,35,27,113,66,47,43,23,20,801,383,418,273,138,135,21,14,7,568,315,253,40,21,19
"30세∼34세",31세,2036,1012,1024,71,47,24,95,64,31,38,21,17,911,377,534,275,129,146,19,13,6,589,340,249,38,21,17
"30세∼34세",32세,2040,1052,988,62,34,28,98,63,35,38,21,17,945,456,489,275,129,146,20,11,9,565,315,250,37,23,14
"30세∼34세",33세,2317,1171,1146,51,29,22,100,59,41,32,17,15,1125,535,590,305,135,170,13,10,3,647,360,287,44,26,18
"30세∼34세",34세,2372,1213,1159,56,37,19,94,54,40,33,21,12,1183,593,590,361,152,209,21,12,9,589,322,267,35,22,13
"35세∼39세",소계,14237,7209,7028,231,143,88,420,238,182,127,79,48,7027,3463,3564,2540,1135,1405,80,50,30,3615,1977,1638,197,124,73
"35세∼39세",35세,2463,1211,1252,55,31,24,88,57,31,21,12,9,1240,577,663,375,166,209,14,9,5,643,346,297,27,13,14
"35세∼39세",36세,2601,1315,1286,29,19,10,86,50,36,18,14,4,1359,665,694,374,163,211,14,8,6,678,365,313,43,31,12
"35세∼39세",37세,2724,1384,1340,46,34,12,77,49,28,30,20,10,1369,671,698,447,189,258,13,10,3,706,387,319,36,24,12
"35세∼39세",38세,2999,1503,1496,54,33,21,69,33,36,30,17,13,1438,725,713,603,263,340,17,10,7,737,391,346,51,31,20
"35세∼39세",39세,3450,1796,1654,47,26,21,100,49,51,28,16,12,1621,825,796,741,354,387,22,13,9,851,488,363,40,25,15
"40세∼44세",소계,16794,9154,7640,303,184,119,438,248,190,161,96,65,7216,3916,3300,4051,1997,2054,79,51,28,4312,2508,1804,234,154,80
"40세∼44세",40세,3747,2019,1728,48,23,25,79,43,36,23,9,14,1742,954,788,828,396,432,13,7,6,963,553,410,51,34,17
"40세∼44세",41세,3768,1994,1774,64,41,23,105,61,44,31,18,13,1668,854,814,868,421,447,18,10,8,975,564,411,39,25,14
"40세∼44세",42세,3506,1897,1609,75,47,28,86,48,38,36,23,13,1517,836,681,836,401,435,15,10,5,898,507,391,43,25,18
"40세∼44세",43세,3133,1720,1413,61,36,25,89,50,39,32,19,13,1299,699,600,829,429,400,16,12,4,762,442,320,45,33,12
"40세∼44세",44세,2640,1524,1116,55,37,18,79,46,33,39,27,12,990,573,417,690,350,340,17,12,5,714,442,272,56,37,19
"45세∼49세",소계,11033,6244,4789,310,198,112,448,281,167,150,95,55,3997,2199,1798,3075,1609,1466,96,63,33,2723,1653,1070,234,146,88
"45세∼49세",45세,2462,1361,1101,65,37,28,101,56,45,28,15,13,943,515,428,690,340,350,18,13,5,580,359,221,37,26,11
"45세∼49세",46세,2254,1306,948,56,36,20,80,56,24,26,14,12,860,484,376,597,327,270,20,12,8,579,361,218,36,16,20
"45세∼49세",47세,2161,1227,934,58,37,21,88,57,31,30,20,10,784,430,354,620,317,303,14,10,4,515,323,192,52,33,19
"45세∼49세",48세,2088,1190,898,60,43,17,74,47,27,34,27,7,694,359,335,628,341,287,21,15,6,522,321,201,55,37,18
