"연령별(1)",연령별(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"연령별(1)",연령별(2),기장군,기장군,기장군,기장읍,기장읍,기장읍,장안읍,장안읍,장안읍,정관읍,정관읍,정관읍,일광읍,일광읍,일광읍,철마면,철마면,철마면
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,177125,87691,89434,52846,25761,27085,8608,4632,3976,81932,40501,41431,25817,12779,13038,7922,4018,3904
"0세∼4세",소계,7209,3653,3556,1262,682,580,205,111,94,4071,2042,2029,1567,769,798,104,49,55
"0세∼4세",0세,1071,548,523,195,108,87,44,23,21,538,264,274,281,147,134,13,6,7
"0세∼4세",1세,1283,660,623,229,122,107,50,22,28,710,370,340,273,137,136,21,9,12
"0세∼4세",2세,1403,724,679,236,132,104,41,28,13,790,392,398,317,162,155,19,10,9
"0세∼4세",3세,1609,784,825,275,132,143,34,17,17,939,466,473,337,162,175,24,7,17
"0세∼4세",4세,1843,937,906,327,188,139,36,21,15,1094,550,544,359,161,198,27,17,10
"5세∼9세",소계,11071,5655,5416,1709,883,826,210,104,106,7209,3702,3507,1710,856,854,233,110,123
"5세∼9세",5세,2107,1045,1062,340,176,164,38,14,24,1314,664,650,374,177,197,41,14,27
"5세∼9세",6세,2169,1096,1073,311,142,169,37,16,21,1421,736,685,354,172,182,46,30,16
"5세∼9세",7세,2303,1187,1116,334,176,158,51,27,24,1495,771,724,373,188,185,50,25,25
"5세∼9세",8세,2150,1117,1033,339,187,152,37,20,17,1426,728,698,306,165,141,42,17,25
"5세∼9세",9세,2342,1210,1132,385,202,183,47,27,20,1553,803,750,303,154,149,54,24,30
"10세∼14세",소계,9948,5127,4821,2019,1031,988,176,87,89,6471,3378,3093,1035,515,520,247,116,131
"10세∼14세",10세,2224,1134,1090,387,202,185,45,21,24,1480,761,719,260,130,130,52,20,32
"10세∼14세",11세,2114,1060,1054,421,216,205,24,10,14,1352,675,677,248,124,124,69,35,34
"10세∼14세",12세,1836,974,862,368,201,167,37,20,17,1201,638,563,188,92,96,42,23,19
"10세∼14세",13세,1866,959,907,397,186,211,36,18,18,1187,641,546,202,94,108,44,20,24
"10세∼14세",14세,1908,1000,908,446,226,220,34,18,16,1251,663,588,137,75,62,40,18,22
"15세∼19세",소계,8100,4224,3876,2272,1204,1068,214,129,85,4570,2362,2208,850,421,429,194,108,86
"15세∼19세",15세,1630,833,797,407,217,190,38,26,12,978,489,489,161,79,82,46,22,24
"15세∼19세",16세,1561,818,743,397,216,181,35,20,15,931,484,447,163,81,82,35,17,18
"15세∼19세",17세,1653,874,779,440,235,205,31,22,9,978,506,472,172,89,83,32,22,10
"15세∼19세",18세,1652,856,796,499,257,242,48,24,24,893,472,421,166,76,90,46,27,19
"15세∼19세",19세,1604,843,761,529,279,250,62,37,25,790,411,379,188,96,92,35,20,15
"20세∼24세",소계,8177,4328,3849,2884,1516,1368,437,236,201,3343,1675,1668,1227,719,508,286,182,104
"20세∼24세",20세,1611,871,740,523,274,249,64,40,24,741,388,353,235,138,97,48,31,17
"20세∼24세",21세,1723,904,819,578,305,273,88,42,46,743,364,379,257,147,110,57,46,11
"20세∼24세",22세,1608,825,783,555,280,275,100,55,45,651,317,334,251,147,104,51,26,25
"20세∼24세",23세,1568,841,727,584,300,284,84,51,33,593,298,295,239,149,90,68,43,25
"20세∼24세",24세,1667,887,780,644,357,287,101,48,53,615,308,307,245,138,107,62,36,26
"25세∼29세",소계,8785,4682,4103,3278,1739,1539,567,368,199,3306,1682,1624,1240,650,590,394,243,151
"25세∼29세",25세,1670,904,766,649,351,298,107,63,44,606,323,283,231,121,110,77,46,31
"25세∼29세",26세,1739,899,840,698,354,344,107,64,43,626,318,308,215,104,111,93,59,34
"25세∼29세",27세,1722,935,787,644,349,295,123,89,34,651,332,319,225,122,103,79,43,36
"25세∼29세",28세,1784,953,831,651,345,306,127,84,43,663,320,343,268,153,115,75,51,24
